season,team,bbrID,reason,dpm,amount,relation,round,game,mp,mpSeason
2008,DET,johnsam01,Did Not Play,1.58696,1,opponent,3,1,,
2008,DET,johnsam01,Did Not Play,1.58696,1,opponent,3,2,,
2008,BOS,powele01,Did Not Play,0.300591,1,winner,3,3,,
2008,DET,johnsam01,Did Not Play,1.58696,1,opponent,3,5,,
2008,BOS,powele01,Did Not Play,0.300591,1,winner,3,5,,
2008,DET,johnsam01,Did Not Play,1.58696,1,opponent,3,6,,
2008,LAL,arizatr01,Did Not Play,1.23142,1,opponent,4,1,,
2008,LAL,bynuman01,Inactive,1.07831,1,opponent,4,1,,
2008,LAL,bynuman01,Inactive,1.07831,1,opponent,4,2,,
2008,LAL,bynuman01,Inactive,1.07831,1,opponent,4,3,,
2008,LAL,bynuman01,Inactive,1.07831,1,opponent,4,4,,
2008,BOS,perkike01,Inactive,0.728103,1,winner,4,5,,
2008,LAL,bynuman01,Inactive,1.07831,1,opponent,4,5,,
2008,LAL,bynuman01,Inactive,1.07831,1,opponent,4,6,,
2009,UTA,okurme01,Inactive,0.784266,1,opponent,1,1,,
2009,UTA,okurme01,Inactive,0.784266,1,opponent,1,2,,
2009,UTA,okurme01,Inactive,0.784266,1,opponent,1,3,,
2009,HOU,mcgratr01,Inactive,1.44566,1,opponent,2,1,,
2009,HOU,mcgratr01,Inactive,1.44566,1,opponent,2,2,,
2009,LAL,fishede01,Player Suspended,2.20298,1,winner,2,3,,
2009,HOU,mcgratr01,Inactive,1.44566,1,opponent,2,3,,
2009,HOU,mingya01,Did Not Dress,4.00416,1,opponent,2,4,,
2009,HOU,mcgratr01,Inactive,1.44566,1,opponent,2,4,,
2009,HOU,mcgratr01,Inactive,1.44566,1,opponent,2,5,,
2009,HOU,mingya01,Inactive,4.00416,1,opponent,2,5,,
2009,HOU,mcgratr01,Inactive,1.44566,1,opponent,2,6,,
2009,HOU,mingya01,Inactive,4.00416,1,opponent,2,6,,
2009,HOU,mcgratr01,Inactive,1.44566,1,opponent,2,7,,
2009,HOU,mingya01,Inactive,4.00416,1,opponent,2,7,,
2009,DEN,balkmre01,Did Not Play,1.55262,1,opponent,3,1,,
2009,DEN,balkmre01,Inactive,1.55262,1,opponent,3,2,,
2009,DEN,balkmre01,Did Not Play,1.55262,1,opponent,3,3,,
2009,DEN,balkmre01,Did Not Play,1.55262,1,opponent,3,5,,
2010,OKC,whitedj01,Did Not Play,0.0579202,1,opponent,1,1,,
2010,OKC,weaveky01,Inactive,0.399929,1,opponent,1,1,,
2010,OKC,whitedj01,Did Not Play,0.0579202,1,opponent,1,2,,
2010,OKC,weaveky01,Inactive,0.399929,1,opponent,1,2,,
2010,OKC,weaveky01,Did Not Play,0.399929,1,opponent,1,3,,
2010,OKC,whitedj01,Inactive,0.0579202,1,opponent,1,3,,
2010,OKC,weaveky01,Inactive,0.399929,1,opponent,1,4,,
2010,OKC,whitedj01,Inactive,0.0579202,1,opponent,1,4,,
2010,OKC,whitedj01,Inactive,0.0579202,1,opponent,1,5,,
2010,OKC,weaveky01,Did Not Play,0.399929,1,opponent,1,6,,
2010,OKC,whitedj01,Inactive,0.0579202,1,opponent,1,6,,
2010,UTA,okurme01,Not With Team,0.755191,1,opponent,2,1,,
2010,UTA,kirilan01,Inactive,3.93316,1,opponent,2,1,,
2010,UTA,okurme01,Not With Team,0.755191,1,opponent,2,2,,
2010,UTA,kirilan01,Inactive,3.93316,1,opponent,2,2,,
2010,UTA,okurme01,Inactive,0.755191,1,opponent,2,3,,
2010,UTA,okurme01,Inactive,0.755191,1,opponent,2,4,,
2010,BOS,perkike01,Inactive,1.464,1,opponent,4,7,,
2011,POR,odengr01,Inactive,1.66221,1,opponent,1,1,,
2011,DAL,butleca01,Inactive,0.698412,1,winner,1,1,,
2011,POR,odengr01,Inactive,1.66221,1,opponent,1,2,,
2011,DAL,butleca01,Inactive,0.698412,1,winner,1,2,,
2011,DAL,butleca01,Inactive,0.698412,1,winner,1,3,,
2011,POR,odengr01,Inactive,1.66221,1,opponent,1,3,,
2011,DAL,butleca01,Inactive,0.698412,1,winner,1,4,,
2011,POR,odengr01,Inactive,1.66221,1,opponent,1,4,,
2011,POR,odengr01,Inactive,1.66221,1,opponent,1,5,,
2011,DAL,butleca01,Inactive,0.698412,1,winner,1,5,,
2011,DAL,butleca01,Inactive,0.698412,1,winner,1,6,,
2011,POR,odengr01,Inactive,1.66221,1,opponent,1,6,,
2011,DAL,butleca01,Inactive,0.698412,1,winner,2,1,,
2011,DAL,butleca01,Inactive,0.698412,1,winner,2,2,,
2011,LAL,artesro01,Player Suspended,2.20561,1,opponent,2,3,,
2011,DAL,butleca01,Inactive,0.698412,1,winner,2,3,,
2011,DAL,butleca01,Inactive,0.698412,1,winner,2,4,,
2011,DAL,butleca01,Inactive,0.698412,1,winner,3,1,,
2011,DAL,butleca01,Inactive,0.698412,1,winner,3,2,,
2011,DAL,butleca01,Inactive,0.698412,1,winner,3,3,,
2011,DAL,butleca01,Inactive,0.698412,1,winner,3,4,,
2011,DAL,butleca01,Inactive,0.698412,1,winner,3,5,,
2011,MIA,jonesja02,Did Not Play,0.291881,1,opponent,4,1,,
2011,DAL,butleca01,Inactive,0.698412,1,winner,4,1,,
2011,MIA,ilgauzy01,Inactive,0.159271,1,opponent,4,1,,
2011,MIA,jonesja02,Did Not Play,0.291881,1,opponent,4,2,,
2011,DAL,butleca01,Inactive,0.698412,1,winner,4,2,,
2011,MIA,ilgauzy01,Inactive,0.159271,1,opponent,4,2,,
2011,MIA,jonesja02,Did Not Play,0.291881,1,opponent,4,3,,
2011,MIA,ilgauzy01,Inactive,0.159271,1,opponent,4,3,,
2011,DAL,butleca01,Inactive,0.698412,1,winner,4,3,,
2011,DAL,haywobr01,Inactive,0.43447,1,winner,4,3,,
2011,MIA,jonesja02,Did Not Play,0.291881,1,opponent,4,4,,
2011,MIA,ilgauzy01,Inactive,0.159271,1,opponent,4,4,,
2011,DAL,butleca01,Inactive,0.698412,1,winner,4,4,,
2011,MIA,jonesja02,Did Not Play,0.291881,1,opponent,4,5,,
2011,MIA,ilgauzy01,Inactive,0.159271,1,opponent,4,5,,
2011,DAL,butleca01,Inactive,0.698412,1,winner,4,5,,
2011,DAL,haywobr01,Inactive,0.43447,1,winner,4,5,,
2011,DAL,haywobr01,Did Not Play,0.43447,1,winner,4,6,,
2011,MIA,jonesja02,Did Not Play,0.291881,1,opponent,4,6,,
2011,DAL,butleca01,Inactive,0.698412,1,winner,4,6,,
2011,MIA,ilgauzy01,Inactive,0.159271,1,opponent,4,6,,
2012,NYK,linje01,Inactive,1.77309,1,opponent,1,1,,
2012,MIA,turiaro01,Did Not Play,0.683727,1,winner,1,2,,
2012,NYK,linje01,Inactive,1.77309,1,opponent,1,2,,
2012,MIA,turiaro01,Did Not Play,0.683727,1,winner,1,3,,
2012,NYK,linje01,Inactive,1.77309,1,opponent,1,3,,
2012,MIA,turiaro01,Did Not Play,0.683727,1,winner,1,4,,
2012,NYK,linje01,Inactive,1.77309,1,opponent,1,4,,
2012,MIA,turiaro01,Did Not Play,0.683727,1,winner,1,5,,
2012,NYK,davisba01,Inactive,0.761444,1,opponent,1,5,,
2012,NYK,linje01,Inactive,1.77309,1,opponent,1,5,,
2012,IND,fosteje01,Inactive,1.32902,1,opponent,2,1,,
2012,IND,fosteje01,Inactive,1.32902,1,opponent,2,2,,
2012,MIA,boshch01,Inactive,2.86216,1,winner,2,2,,
2012,MIA,boshch01,Inactive,2.86216,1,winner,2,3,,
2012,IND,fosteje01,Inactive,1.32902,1,opponent,2,3,,
2012,MIA,boshch01,Inactive,2.86216,1,winner,2,4,,
2012,IND,fosteje01,Inactive,1.32902,1,opponent,2,4,,
2012,IND,fosteje01,Inactive,1.32902,1,opponent,2,5,,
2012,MIA,boshch01,Inactive,2.86216,1,winner,2,5,,
2012,MIA,boshch01,Inactive,2.86216,1,winner,2,6,,
2012,IND,fosteje01,Inactive,1.32902,1,opponent,2,6,,
2012,MIA,boshch01,Inactive,2.86216,1,winner,3,1,,
2012,MIA,boshch01,Inactive,2.86216,1,winner,3,2,,
2012,MIA,boshch01,Inactive,2.86216,1,winner,3,3,,
2012,MIA,turiaro01,Did Not Play,0.683727,1,winner,3,4,,
2012,MIA,boshch01,Inactive,2.86216,1,winner,3,4,,
2012,MIA,turiaro01,Did Not Play,0.683727,1,winner,3,5,,
2012,MIA,turiaro01,Did Not Play,0.683727,1,winner,3,7,,
2012,MIA,turiaro01,Did Not Play,0.683727,1,winner,4,1,,
2012,MIA,turiaro01,Did Not Play,0.683727,1,winner,4,2,,
2012,MIA,turiaro01,Did Not Play,0.683727,1,winner,4,3,,
2012,MIA,turiaro01,Did Not Play,0.683727,1,winner,4,4,,
2013,MIL,ayongu01,Did Not Play,0.0264473,1,opponent,1,3,,
2013,MIA,wadedw01,Did Not Play,6.27477,1,winner,1,4,,
2013,CHI,denglu01,Inactive,1.68866,1,opponent,2,1,,
2013,CHI,rosede01,Inactive,2.62869,1,opponent,2,1,,
2013,CHI,denglu01,Inactive,1.68866,1,opponent,2,2,,
2013,CHI,rosede01,Inactive,2.62869,1,opponent,2,2,,
2013,CHI,denglu01,Inactive,1.68866,1,opponent,2,3,,
2013,CHI,rosede01,Inactive,2.62869,1,opponent,2,3,,
2013,CHI,denglu01,Did Not Dress,1.68866,1,opponent,2,4,,
2013,CHI,rosede01,Inactive,2.62869,1,opponent,2,4,,
2013,CHI,denglu01,Inactive,1.68866,1,opponent,2,5,,
2013,CHI,rosede01,Inactive,2.62869,1,opponent,2,5,,
2013,IND,grangda01,Inactive,2.24968,1,opponent,3,1,,
2013,IND,grangda01,Inactive,2.24968,1,opponent,3,2,,
2013,IND,grangda01,Inactive,2.24968,1,opponent,3,3,,
2013,IND,grangda01,Inactive,2.24968,1,opponent,3,4,,
2013,IND,grangda01,Inactive,2.24968,1,opponent,3,5,,
2013,MIA,anderch01,Player Suspended,0.389745,1,winner,3,6,,
2013,IND,grangda01,Inactive,2.24968,1,opponent,3,6,,
2013,MIA,battish01,Did Not Play,0.581104,1,winner,3,7,,
2013,IND,grangda01,Inactive,2.24968,1,opponent,3,7,,
2013,MIA,anderch01,Did Not Play,0.389745,1,winner,4,4,,
2013,MIA,anderch01,Did Not Play,0.389745,1,winner,4,5,,
2013,SAS,bonnema01,Did Not Play,1.07474,1,opponent,4,7,,
2014,DAL,wrighbr03,Did Not Play,0.634721,1,opponent,1,6,,
2014,OKC,ibakase01,Inactive,1.62077,1,opponent,3,1,,
2014,OKC,ibakase01,Inactive,1.62077,1,opponent,3,2,,
2014,OKC,collini01,Did Not Play,2.95058,1,opponent,3,3,,
2014,OKC,sefolth01,Did Not Play,0.602908,1,opponent,3,3,,
2014,OKC,sefolth01,Did Not Play,0.602908,1,opponent,3,4,,
2014,SAS,bonnema01,Did Not Play,1.018,1,winner,4,1,,
2014,MIA,battish01,Did Not Play,0.157897,1,opponent,4,2,,
2015,GSW,leeda02,Inactive,0.538093,1,winner,1,1,,
2015,NOP,holidjr01,Did Not Dress,2.37507,1,opponent,1,2,,
2015,GSW,leeda02,Inactive,0.538093,1,winner,1,2,,
2015,GSW,leeda02,Did Not Play,0.538093,1,winner,1,3,,
2015,GSW,leeda02,Did Not Play,0.538093,1,winner,1,4,,
2015,MEM,conlemi01,Inactive,3.21037,1,opponent,2,1,,
2015,GSW,leeda02,Did Not Play,0.538093,1,winner,2,3,,
2015,MEM,allento01,Inactive,2.34811,1,opponent,2,5,,
2015,HOU,dorsejo01,Did Not Play,0.41048,1,opponent,3,1,,
2015,HOU,beverpa01,Inactive,0.161693,1,opponent,3,1,,
2015,HOU,dorsejo01,Did Not Play,0.41048,1,opponent,3,2,,
2015,GSW,leeda02,Did Not Play,0.538093,1,winner,3,2,,
2015,HOU,beverpa01,Inactive,0.161693,1,opponent,3,2,,
2015,HOU,dorsejo01,Did Not Play,0.41048,1,opponent,3,3,,
2015,HOU,beverpa01,Inactive,0.161693,1,opponent,3,3,,
2015,HOU,dorsejo01,Did Not Play,0.41048,1,opponent,3,4,,
2015,HOU,beverpa01,Inactive,0.161693,1,opponent,3,4,,
2015,HOU,dorsejo01,Did Not Play,0.41048,1,opponent,3,5,,
2015,HOU,beverpa01,Inactive,0.161693,1,opponent,3,5,,
2015,GSW,leeda02,Did Not Play,0.538093,1,winner,4,1,,
2015,CLE,loveke01,Inactive,2.51716,1,opponent,4,1,,
2015,CLE,varejan01,Inactive,1.88545,1,opponent,4,1,,
2015,CLE,irvinky01,Not With Team,2.51397,1,opponent,4,2,,
2015,GSW,leeda02,Did Not Play,0.538093,1,winner,4,2,,
2015,CLE,loveke01,Inactive,2.51716,1,opponent,4,2,,
2015,CLE,varejan01,Inactive,1.88545,1,opponent,4,2,,
2015,CLE,irvinky01,Did Not Play,2.51397,1,opponent,4,3,,
2015,CLE,loveke01,Inactive,2.51716,1,opponent,4,3,,
2015,CLE,varejan01,Inactive,1.88545,1,opponent,4,3,,
2015,CLE,irvinky01,Not With Team,2.51397,1,opponent,4,4,,
2015,CLE,loveke01,Inactive,2.51716,1,opponent,4,4,,
2015,CLE,varejan01,Inactive,1.88545,1,opponent,4,4,,
2015,CLE,irvinky01,Not With Team,2.51397,1,opponent,4,5,,
2015,GSW,bogutan01,Did Not Play,2.32297,1,winner,4,5,,
2015,CLE,loveke01,Inactive,2.51716,1,opponent,4,5,,
2015,CLE,varejan01,Inactive,1.88545,1,opponent,4,5,,
2015,GSW,bogutan01,Did Not Play,2.32297,1,winner,4,6,,
2015,CLE,irvinky01,Not With Team,2.51397,1,opponent,4,6,,
2015,CLE,loveke01,Inactive,2.51716,1,opponent,4,6,,
2015,CLE,varejan01,Inactive,1.88545,1,opponent,4,6,,
2016,DET,tollian01,Did Not Play,0.452482,1,opponent,1,1,,
2016,CLE,fryech01,Did Not Play,0.258926,1,winner,1,1,,
2016,ATL,splitti01,Inactive,2.08217,1,opponent,2,1,,
2016,ATL,splitti01,Inactive,2.08217,1,opponent,2,2,,
2016,ATL,splitti01,Inactive,2.08217,1,opponent,2,3,,
2016,ATL,splitti01,Inactive,2.08217,1,opponent,2,4,,
2016,CLE,loveke01,Inactive,2.43914,1,winner,4,3,,
2016,CLE,fryech01,Did Not Play,0.258926,1,winner,4,5,,
2016,GSW,greendr01,Player Suspended,4.39904,1,opponent,4,5,,
2016,CLE,fryech01,Did Not Play,0.258926,1,winner,4,6,,
2016,GSW,bogutan01,Inactive,2.33569,1,opponent,4,6,,
2016,CLE,dellama01,Did Not Play,0.0669288,1,winner,4,7,,
2016,CLE,fryech01,Did Not Play,0.258926,1,winner,4,7,,
2017,POR,nurkiju01,Inactive,1.43643,1,opponent,1,1,,
2017,GSW,duranke01,Did Not Dress,5.77217,1,winner,1,2,,
2017,POR,nurkiju01,Inactive,1.43643,1,opponent,1,2,,
2017,GSW,duranke01,Did Not Dress,5.77217,1,winner,1,3,,
2017,POR,nurkiju01,Did Not Dress,1.43643,1,opponent,1,4,,
2017,UTA,hillge01,Inactive,2.44497,1,opponent,2,2,,
2017,UTA,hillge01,Inactive,2.44497,1,opponent,2,3,,
2017,UTA,hillge01,Inactive,2.44497,1,opponent,2,4,,
2017,SAS,dedmode01,Did Not Play,0.499969,1,opponent,3,1,,
2017,SAS,leonaka01,Inactive,6.59055,1,opponent,3,2,,
2017,GSW,iguodan01,Inactive,2.41186,1,winner,3,2,,
2017,GSW,pachuza01,Inactive,1.14751,1,winner,3,3,,
2017,SAS,leonaka01,Inactive,6.59055,1,opponent,3,3,,
2017,SAS,leonaka01,Did Not Dress,6.59055,1,opponent,3,4,,
2017,GSW,pachuza01,Inactive,1.14751,1,winner,3,4,,
2017,SAS,leeda02,Inactive,1.11771,1,opponent,3,4,,
2017,CLE,fryech01,Did Not Play,0.143039,1,opponent,4,1,,
2017,CLE,fryech01,Did Not Play,0.143039,1,opponent,4,3,,
2017,CLE,fryech01,Did Not Play,0.143039,1,opponent,4,4,,
2017,CLE,fryech01,Did Not Play,0.143039,1,opponent,4,5,,
2017,GSW,mcgeeja01,Did Not Play,0.452803,1,winner,4,5,,
2018,GSW,pachuza01,Did Not Play,0.549533,1,winner,1,1,,
2018,SAS,leonaka01,Inactive,6.16824,1,opponent,1,1,,
2018,GSW,curryst01,Inactive,7.06413,1,winner,1,1,,
2018,GSW,pachuza01,Did Not Play,0.549533,1,winner,1,2,,
2018,SAS,leonaka01,Inactive,6.16824,1,opponent,1,2,,
2018,GSW,curryst01,Inactive,7.06413,1,winner,1,2,,
2018,GSW,pachuza01,Did Not Play,0.549533,1,winner,1,3,,
2018,GSW,curryst01,Inactive,7.06413,1,winner,1,3,,
2018,SAS,leonaka01,Inactive,6.16824,1,opponent,1,3,,
2018,GSW,belljo01,Did Not Play,0.183466,1,winner,1,4,,
2018,GSW,pachuza01,Did Not Play,0.549533,1,winner,1,4,,
2018,GSW,curryst01,Inactive,7.06413,1,winner,1,4,,
2018,SAS,leonaka01,Inactive,6.16824,1,opponent,1,4,,
2018,GSW,belljo01,Did Not Play,0.183466,1,winner,1,5,,
2018,GSW,pachuza01,Did Not Play,0.549533,1,winner,1,5,,
2018,SAS,leonaka01,Inactive,6.16824,1,opponent,1,5,,
2018,GSW,curryst01,Inactive,7.06413,1,winner,1,5,,
2018,GSW,pachuza01,Did Not Play,0.549533,1,winner,2,1,,
2018,NOP,couside01,Inactive,3.13091,1,opponent,2,1,,
2018,GSW,curryst01,Inactive,7.06413,1,winner,2,1,,
2018,GSW,belljo01,Did Not Play,0.183466,1,winner,2,2,,
2018,GSW,mcgeeja01,Did Not Play,0.273597,1,winner,2,2,,
2018,GSW,pachuza01,Did Not Play,0.549533,1,winner,2,2,,
2018,NOP,couside01,Inactive,3.13091,1,opponent,2,2,,
2018,NOP,couside01,Inactive,3.13091,1,opponent,2,3,,
2018,NOP,couside01,Inactive,3.13091,1,opponent,2,4,,
2018,GSW,mcgeeja01,Did Not Play,0.273597,1,winner,2,5,,
2018,GSW,pachuza01,Did Not Play,0.549533,1,winner,2,5,,
2018,NOP,couside01,Inactive,3.13091,1,opponent,2,5,,
2018,GSW,belljo01,Did Not Play,0.183466,1,winner,3,1,,
2018,GSW,mcgeeja01,Did Not Play,0.273597,1,winner,3,1,,
2018,GSW,pachuza01,Did Not Play,0.549533,1,winner,3,1,,
2018,GSW,mcgeeja01,Did Not Play,0.273597,1,winner,3,2,,
2018,HOU,hilarne01,Did Not Play,1.89582,1,opponent,3,2,,
2018,HOU,hilarne01,Did Not Play,1.89582,1,opponent,3,3,,
2018,HOU,anderry01,Did Not Play,0.817684,1,opponent,3,4,,
2018,HOU,hilarne01,Did Not Play,1.89582,1,opponent,3,4,,
2018,HOU,mbahalu01,Did Not Play,1.65739,1,opponent,3,4,,
2018,GSW,mcgeeja01,Did Not Play,0.273597,1,winner,3,4,,
2018,GSW,pachuza01,Did Not Play,0.549533,1,winner,3,4,,
2018,GSW,iguodan01,Inactive,1.71251,1,winner,3,4,,
2018,GSW,mcgeeja01,Did Not Play,0.273597,1,winner,3,5,,
2018,GSW,pachuza01,Did Not Play,0.549533,1,winner,3,5,,
2018,HOU,anderry01,Did Not Play,0.817684,1,opponent,3,5,,
2018,HOU,hilarne01,Did Not Play,1.89582,1,opponent,3,5,,
2018,HOU,mbahalu01,Did Not Play,1.65739,1,opponent,3,5,,
2018,GSW,iguodan01,Inactive,1.71251,1,winner,3,5,,
2018,HOU,hilarne01,Did Not Play,1.89582,1,opponent,3,6,,
2018,HOU,paulch01,Did Not Play,7.15633,1,opponent,3,6,,
2018,GSW,mcgeeja01,Did Not Play,0.273597,1,winner,3,6,,
2018,GSW,iguodan01,Inactive,1.71251,1,winner,3,6,,
2018,GSW,mcgeeja01,Did Not Play,0.273597,1,winner,3,7,,
2018,GSW,pachuza01,Did Not Play,0.549533,1,winner,3,7,,
2018,HOU,hilarne01,Did Not Play,1.89582,1,opponent,3,7,,
2018,HOU,mbahalu01,Did Not Play,1.65739,1,opponent,3,7,,
2018,HOU,paulch01,Did Not Play,7.15633,1,opponent,3,7,,
2018,GSW,iguodan01,Inactive,1.71251,1,winner,3,7,,
2018,GSW,pachuza01,Did Not Play,0.549533,1,winner,4,1,,
2018,GSW,iguodan01,Inactive,1.71251,1,winner,4,1,,
2018,GSW,iguodan01,Inactive,1.71251,1,winner,4,2,,
2018,GSW,pachuza01,Did Not Play,0.549533,1,winner,4,3,,
2019,PHI,marjabo01,Did Not Play,1.42941,1,opponent,2,7,,
2019,MIL,mirotni01,Did Not Play,1.33229,1,opponent,3,6,,
2019,GSW,duranke01,Inactive,4.47077,1,opponent,4,1,,
2019,GSW,duranke01,Inactive,4.47077,1,opponent,4,2,,
2019,GSW,thompkl01,Did Not Play,1.32396,1,opponent,4,3,,
2019,GSW,duranke01,Inactive,4.47077,1,opponent,4,3,,
2019,GSW,looneke01,Inactive,2.15295,1,opponent,4,3,,
2019,GSW,duranke01,Inactive,4.47077,1,opponent,4,4,,
2019,GSW,duranke01,Inactive,4.47077,1,opponent,4,6,,
2020,POR,lillada01,Inactive,4.32755,1,opponent,1,5,,
2020,LAL,howardw01,Did Not Play,0.044806,1,winner,2,2,,
2020,LAL,howardw01,Did Not Play,0.044806,1,winner,2,3,,
2020,LAL,howardw01,Did Not Play,0.044806,1,winner,2,4,,
2020,LAL,mcgeeja01,Did Not Play,0.223869,1,winner,2,4,,
2020,LAL,mcgeeja01,Did Not Play,0.223869,1,winner,4,1,,
2020,MIA,adebaba01,Did Not Play,1.38961,1,opponent,4,2,,
2020,LAL,mcgeeja01,Did Not Play,0.223869,1,winner,4,2,,
2020,MIA,dragigo01,Inactive,0.122475,1,opponent,4,2,,
2020,LAL,mcgeeja01,Did Not Play,0.223869,1,winner,4,3,,
2020,MIA,adebaba01,Did Not Play,1.38961,1,opponent,4,3,,
2020,MIA,dragigo01,Inactive,0.122475,1,opponent,4,3,,
2020,LAL,mcgeeja01,Did Not Play,0.223869,1,winner,4,4,,
2020,MIA,jonesde02,Did Not Play,0.499241,1,opponent,4,4,,
2020,MIA,dragigo01,Inactive,0.122475,1,opponent,4,4,,
2020,MIA,jonesde02,Did Not Play,0.499241,1,opponent,4,5,,
