season,team,bbrID,reason,dpm,relation,round,game
2013,OKC,westbru01,Inactive,4.82,other,2,4
2013,IND,grangda01,Inactive,2.04,other,2,4
2013,GSW,rushbr01,Inactive,0.68,other,2,5
2013,CHI,denglu01,Inactive,1.71,opponent,2,5
2013,CHI,rosede01,Inactive,2.66,opponent,2,5
2013,OKC,westbru01,Inactive,4.82,other,2,5
2013,GSW,rushbr01,Inactive,0.68,other,2,6
2013,IND,grangda01,Inactive,2.04,other,2,5
2013,IND,hillge01,Inactive,2.68,other,2,5
2013,NYK,novakst01,Did Not Play,0.36,other,2,6
2013,IND,grangda01,Inactive,2.04,other,2,6
2013,IND,grangda01,Inactive,2.04,opponent,3,1
2013,IND,grangda01,Inactive,2.04,opponent,3,2
2013,IND,grangda01,Inactive,2.04,opponent,3,3
2013,IND,grangda01,Inactive,2.04,opponent,3,4
2013,IND,grangda01,Inactive,2.04,opponent,3,5
2013,MIA,anderch01,Player Suspended,0.84,winner,3,6
2013,IND,grangda01,Inactive,2.04,opponent,3,6
2013,MIA,battish01,Did Not Play,0.43,winner,3,7
2013,IND,grangda01,Inactive,2.04,opponent,3,7
2013,MIA,anderch01,Did Not Play,0.84,winner,4,4
2013,MIA,anderch01,Did Not Play,0.84,winner,4,5
2013,SAS,bonnema01,Did Not Play,0.77,opponent,4,7
2014,IND,copelch01,Did Not Play,0.22,other,1,1
2014,ATL,ayongu01,Inactive,0.27,other,1,1
2014,ATL,horfoal01,Inactive,2.24,other,1,1
2014,LAC,dudleja01,Did Not Play,0.58,other,1,1
2014,GSW,bogutan01,Inactive,2.46,other,1,1
2014,BRK,lopezbr01,Inactive,2.4,other,1,1
2014,CHI,rosede01,Inactive,0.21,other,1,1
2014,SAS,josepco01,Did Not Play,0.09,winner,1,1
2014,GSW,bogutan01,Inactive,2.46,other,1,2
2014,MEM,johnsja01,Did Not Play,1.19,other,1,2
2014,CHI,rosede01,Inactive,0.21,other,1,2
2014,ATL,ayongu01,Inactive,0.27,other,1,2
2014,ATL,horfoal01,Inactive,2.24,other,1,2
2014,TOR,novakst01,Did Not Play,0.07,other,1,2
2014,BRK,lopezbr01,Inactive,2.4,other,1,2
2014,ATL,ayongu01,Inactive,0.27,other,1,3
2014,ATL,horfoal01,Inactive,2.24,other,1,3
2014,LAC,dudleja01,Did Not Play,0.58,other,1,3
2014,GSW,bogutan01,Inactive,2.46,other,1,3
2014,MEM,johnsja01,Did Not Play,1.19,other,1,3
2014,BRK,lopezbr01,Inactive,2.4,other,1,3
2014,CHI,rosede01,Inactive,0.21,other,1,3
2014,IND,copelch01,Did Not Play,0.22,other,1,4
2014,ATL,ayongu01,Inactive,0.27,other,1,4
2014,ATL,horfoal01,Inactive,2.24,other,1,4
2014,BRK,lopezbr01,Inactive,2.4,other,1,4
2014,GSW,bogutan01,Inactive,2.46,other,1,4
2014,WAS,hilarne01,Player Suspended,1.83,other,1,4
2014,CHI,rosede01,Inactive,0.21,other,1,4
2014,CHA,jeffeal01,Did Not Dress,0.75,other,1,4
2014,SAS,josepco01,Did Not Play,0.09,winner,1,4
2014,ATL,ayongu01,Inactive,0.27,other,1,5
2014,ATL,horfoal01,Inactive,2.24,other,1,5
2014,CHI,rosede01,Inactive,0.21,other,1,5
2014,LAC,dudleja01,Did Not Play,0.58,other,1,5
2014,GSW,bogutan01,Inactive,2.46,other,1,5
2014,MEM,johnsja01,Did Not Play,1.19,other,1,5
2014,SAS,josepco01,Did Not Play,0.09,winner,1,5
2014,TOR,novakst01,Did Not Play,0.07,other,1,5
2014,BRK,lopezbr01,Inactive,2.4,other,1,5
2014,ATL,ayongu01,Inactive,0.27,other,1,6
2014,ATL,horfoal01,Inactive,2.24,other,1,6
2014,GSW,bogutan01,Inactive,2.46,other,1,6
2014,OKC,sefolth01,Did Not Play,0.83,other,1,6
2014,BRK,lopezbr01,Inactive,2.4,other,1,6
2014,SAS,josepco01,Did Not Play,0.09,winner,1,6
2014,DAL,wrighbr03,Did Not Play,0.46,opponent,1,6
2014,ATL,ayongu01,Inactive,0.27,other,1,7
2014,ATL,horfoal01,Inactive,2.24,other,1,7
2014,LAC,dudleja01,Did Not Play,0.58,other,1,7
2014,GSW,bogutan01,Inactive,2.46,other,1,7
2014,MEM,johnsja01,Did Not Play,1.19,other,1,7
2014,MEM,randoza01,Player Suspended,0.48,other,1,7
2014,OKC,collini01,Did Not Play,2.79,other,1,7
2014,OKC,sefolth01,Did Not Play,0.83,other,1,7
2014,TOR,novakst01,Did Not Play,0.07,other,1,7
2014,BRK,lopezbr01,Inactive,2.4,other,1,7
2014,BRK,lopezbr01,Inactive,2.4,other,2,1
2014,BRK,lopezbr01,Inactive,2.4,other,2,2
2014,IND,copelch01,Did Not Play,0.22,other,2,3
2014,BRK,lopezbr01,Inactive,2.4,other,2,3
2014,LAC,dudleja01,Did Not Play,0.58,other,2,4
2014,IND,copelch01,Did Not Play,0.22,other,2,4
2014,BRK,lopezbr01,Inactive,2.4,other,2,4
2014,BRK,lopezbr01,Inactive,2.4,other,2,5
2014,LAC,dudleja01,Did Not Play,0.58,other,2,6
2014,OKC,ibakase01,Inactive,1.66,opponent,3,1
2014,IND,copelch01,Did Not Play,0.22,other,3,2
2014,OKC,ibakase01,Inactive,1.66,opponent,3,2
2014,IND,copelch01,Did Not Play,0.22,other,3,3
2014,OKC,collini01,Did Not Play,2.79,opponent,3,3
2014,OKC,sefolth01,Did Not Play,0.83,opponent,3,3
2014,MIA,anderch01,Inactive,1.18,other,3,4
2014,OKC,sefolth01,Did Not Play,0.83,opponent,3,4
2014,IND,copelch01,Did Not Play,0.22,other,3,5
2014,MIA,anderch01,Inactive,1.18,other,3,5
2014,SAS,bonnema01,Did Not Play,0.51,winner,4,1
2014,SAS,josepco01,Did Not Play,0.09,winner,4,1
2014,SAS,josepco01,Did Not Play,0.09,winner,4,2
2015,GSW,leeda02,Inactive,0.11,winner,1,1
2015,HOU,beverpa01,Inactive,0.21,other,1,1
2015,TOR,johnsja01,Did Not Play,2.24,other,1,1
2015,ATL,sefolth01,Inactive,1.89,other,1,1
2015,BOS,wallage01,Did Not Play,0.86,other,1,1
2015,CLE,varejan01,Inactive,1.75,other,1,1
2015,POR,matthwe02,Inactive,1.21,other,1,1
2015,POR,wrighdo01,Inactive,0.32,other,1,1
2015,NOP,holidjr01,Did Not Dress,2.29,opponent,1,2
2015,GSW,leeda02,Inactive,0.11,winner,1,2
2015,BOS,pressph01,Did Not Play,0.15,other,1,2
2015,BOS,wallage01,Did Not Play,0.86,other,1,2
2015,CLE,varejan01,Inactive,1.75,other,1,2
2015,DAL,harride01,Inactive,1.04,other,1,2
2015,DAL,parsoch01,Inactive,1.41,other,1,2
2015,HOU,beverpa01,Inactive,0.21,other,1,2
2015,ATL,sefolth01,Inactive,1.89,other,1,2
2015,POR,matthwe02,Inactive,1.21,other,1,2
2015,POR,wrighdo01,Inactive,0.32,other,1,2
2015,BOS,pressph01,Did Not Play,0.15,other,1,3
2015,BOS,wallage01,Did Not Play,0.86,other,1,3
2015,CLE,varejan01,Inactive,1.75,other,1,3
2015,CHI,mirotni01,Inactive,1.53,other,1,3
2015,GSW,leeda02,Did Not Play,0.11,winner,1,3
2015,NOP,ajincal01,Did Not Play,0.33,opponent,1,3
2015,HOU,beverpa01,Inactive,0.21,other,1,3
2015,DAL,parsoch01,Inactive,1.41,other,1,3
2015,TOR,johnsja01,Did Not Play,2.24,other,1,3
2015,ATL,sefolth01,Inactive,1.89,other,1,3
2015,GSW,leeda02,Did Not Play,0.11,winner,1,4
2015,POR,matthwe02,Inactive,1.21,other,1,3
2015,POR,wrighdo01,Inactive,0.32,other,1,3
2015,CLE,varejan01,Inactive,1.75,other,1,4
2015,HOU,beverpa01,Inactive,0.21,other,1,4
2015,DAL,parsoch01,Inactive,1.41,other,1,4
2015,ATL,sefolth01,Inactive,1.89,other,1,4
2015,MEM,conlemi01,Inactive,3.2,other,1,4
2015,POR,matthwe02,Inactive,1.21,other,1,4
2015,POR,wrighdo01,Inactive,0.32,other,1,4
2015,DAL,parsoch01,Inactive,1.41,other,1,5
2015,HOU,beverpa01,Inactive,0.21,other,1,5
2015,SAS,josepco01,Did Not Play,0.21,other,1,5
2015,ATL,sefolth01,Inactive,1.89,other,1,5
2015,POR,matthwe02,Inactive,1.21,other,1,5
2015,POR,wrighdo01,Inactive,0.32,other,1,5
2015,MEM,conlemi01,Inactive,3.2,other,1,5
2015,SAS,josepco01,Did Not Play,0.21,other,1,6
2015,ATL,sefolth01,Inactive,1.89,other,1,6
2015,SAS,josepco01,Did Not Play,0.21,other,1,7
2015,ATL,sefolth01,Inactive,1.89,other,2,1
2015,MEM,conlemi01,Inactive,3.2,opponent,2,1
2015,CLE,smithjr01,Player Suspended,1.37,other,2,1
2015,CLE,loveke01,Inactive,2.41,other,2,1
2015,CLE,varejan01,Inactive,1.75,other,2,1
2015,LAC,paulch01,Inactive,8.03,other,2,1
2015,HOU,beverpa01,Inactive,0.21,other,2,1
2015,WAS,walljo01,Inactive,2.26,other,2,2
2015,ATL,sefolth01,Inactive,1.89,other,2,2
2015,CLE,smithjr01,Player Suspended,1.37,other,2,2
2015,CLE,loveke01,Inactive,2.41,other,2,2
2015,CLE,varejan01,Inactive,1.75,other,2,2
2015,LAC,paulch01,Inactive,8.03,other,2,2
2015,HOU,beverpa01,Inactive,0.21,other,2,2
2015,CLE,loveke01,Inactive,2.41,other,2,3
2015,CLE,varejan01,Inactive,1.75,other,2,3
2015,HOU,beverpa01,Inactive,0.21,other,2,3
2015,GSW,leeda02,Did Not Play,0.11,winner,2,3
2015,MEM,calatni01,Did Not Play,0.26,opponent,2,3
2015,ATL,sefolth01,Inactive,1.89,other,2,3
2015,WAS,walljo01,Inactive,2.26,other,2,3
2015,CLE,loveke01,Inactive,2.41,other,2,4
2015,CLE,varejan01,Inactive,1.75,other,2,4
2015,HOU,beverpa01,Inactive,0.21,other,2,4
2015,ATL,sefolth01,Inactive,1.89,other,2,4
2015,WAS,walljo01,Inactive,2.26,other,2,4
2015,CLE,loveke01,Inactive,2.41,other,2,5
2015,CLE,varejan01,Inactive,1.75,other,2,5
2015,HOU,beverpa01,Inactive,0.21,other,2,5
2015,ATL,sefolth01,Inactive,1.89,other,2,5
2015,MEM,allento01,Inactive,2.51,opponent,2,5
2015,CLE,loveke01,Inactive,2.41,other,2,6
2015,CLE,varejan01,Inactive,1.75,other,2,6
2015,HOU,beverpa01,Inactive,0.21,other,2,6
2015,ATL,sefolth01,Inactive,1.89,other,2,6
2015,HOU,beverpa01,Inactive,0.21,other,2,7
2015,HOU,beverpa01,Inactive,0.21,opponent,3,1
2015,CLE,loveke01,Inactive,2.41,other,3,1
2015,CLE,varejan01,Inactive,1.75,other,3,1
2015,ATL,sefolth01,Inactive,1.89,other,3,1
2015,GSW,leeda02,Did Not Play,0.11,winner,3,2
2015,HOU,beverpa01,Inactive,0.21,opponent,3,2
2015,CLE,irvinky01,Did Not Dress,2.52,other,3,2
2015,CLE,loveke01,Inactive,2.41,other,3,2
2015,CLE,varejan01,Inactive,1.75,other,3,2
2015,ATL,sefolth01,Inactive,1.89,other,3,2
2015,HOU,beverpa01,Inactive,0.21,opponent,3,3
2015,CLE,irvinky01,Did Not Dress,2.52,other,3,3
2015,ATL,korveky01,Inactive,2.25,other,3,3
2015,ATL,sefolth01,Inactive,1.89,other,3,3
2015,CLE,loveke01,Inactive,2.41,other,3,3
2015,CLE,varejan01,Inactive,1.75,other,3,3
2015,HOU,beverpa01,Inactive,0.21,opponent,3,4
2015,ATL,korveky01,Did Not Play,2.25,other,3,4
2015,ATL,sefolth01,Did Not Play,1.89,other,3,4
2015,CLE,loveke01,Did Not Play,2.41,other,3,4
2015,CLE,varejan01,Did Not Play,1.75,other,3,4
2015,HOU,beverpa01,Inactive,0.21,opponent,3,5
2015,GSW,leeda02,Did Not Play,0.11,winner,4,1
2015,CLE,loveke01,Inactive,2.41,opponent,4,1
2015,CLE,varejan01,Inactive,1.75,opponent,4,1
2015,CLE,irvinky01,Not With Team,2.52,opponent,4,2
2015,GSW,leeda02,Did Not Play,0.11,winner,4,2
2015,CLE,loveke01,Inactive,2.41,opponent,4,2
2015,CLE,varejan01,Inactive,1.75,opponent,4,2
2015,CLE,irvinky01,Did Not Play,2.52,opponent,4,3
2015,CLE,loveke01,Inactive,2.41,opponent,4,3
2015,CLE,varejan01,Inactive,1.75,opponent,4,3
2015,CLE,irvinky01,Not With Team,2.52,opponent,4,4
2015,CLE,loveke01,Inactive,2.41,opponent,4,4
2015,CLE,varejan01,Inactive,1.75,opponent,4,4
2015,CLE,irvinky01,Not With Team,2.52,opponent,4,5
2015,GSW,bogutan01,Did Not Play,2.34,winner,4,5
2015,CLE,loveke01,Inactive,2.41,opponent,4,5
2015,CLE,varejan01,Inactive,1.75,opponent,4,5
2015,GSW,bogutan01,Did Not Play,2.34,winner,4,6
2015,CLE,irvinky01,Not With Team,2.52,opponent,4,6
2015,CLE,loveke01,Inactive,2.41,opponent,4,6
2015,CLE,varejan01,Inactive,1.75,opponent,4,6
2016,ATL,splitti01,Inactive,1.95,other,1,1
2016,DAL,evansje01,Inactive,0.41,other,1,1
2016,DAL,parsoch01,Inactive,0.96,other,1,1
2016,TOR,johnsja01,Did Not Play,0.01,other,1,1
2016,DET,tollian01,Did Not Play,0.37,opponent,1,1
2016,CLE,fryech01,Did Not Play,1.03,winner,1,1
2016,CHO,kiddgmi01,Inactive,1.12,other,1,1
2016,MIA,boshch01,Inactive,1.73,other,1,1
2016,MEM,conlemi01,Did Not Dress,2.96,other,1,1
2016,MEM,adamsjo01,Inactive,0.52,other,1,1
2016,MEM,gasolma01,Inactive,1.49,other,1,1
2016,GSW,curryst01,Inactive,7.65,other,1,2
2016,DAL,evansje01,Inactive,0.41,other,1,2
2016,DAL,parsoch01,Inactive,0.96,other,1,2
2016,TOR,johnsja01,Did Not Play,0.01,other,1,2
2016,BOS,bradlav01,Inactive,0.53,other,1,2
2016,BOS,olynyke01,Inactive,0.89,other,1,2
2016,ATL,splitti01,Inactive,1.95,other,1,2
2016,MEM,conlemi01,Did Not Dress,2.96,other,1,2
2016,MEM,adamsjo01,Inactive,0.52,other,1,2
2016,MEM,gasolma01,Inactive,1.49,other,1,2
2016,CHO,lambje01,Did Not Play,0.35,other,1,2
2016,MIA,wrighdo01,Did Not Play,0.11,other,1,2
2016,CHO,kiddgmi01,Inactive,1.12,other,1,2
2016,MIA,boshch01,Inactive,1.73,other,1,2
2016,DAL,willide01,Did Not Play,0.31,other,1,3
2016,DAL,evansje01,Inactive,0.41,other,1,3
2016,DAL,parsoch01,Inactive,0.96,other,1,3
2016,GSW,curryst01,Inactive,7.65,other,1,3
2016,TOR,johnsja01,Did Not Play,0.01,other,1,3
2016,ATL,splitti01,Inactive,1.95,other,1,3
2016,BOS,bradlav01,Inactive,0.53,other,1,3
2016,BOS,olynyke01,Inactive,0.89,other,1,3
2016,SAS,marjabo01,Did Not Play,1.24,other,1,3
2016,MEM,conlemi01,Did Not Dress,2.96,other,1,3
2016,MEM,adamsjo01,Inactive,0.52,other,1,3
2016,MEM,gasolma01,Inactive,1.49,other,1,3
2016,MIA,boshch01,Inactive,1.73,other,1,3
2016,CHO,batumni01,Inactive,1.3,other,1,3
2016,CHO,kiddgmi01,Inactive,1.12,other,1,3
2016,DAL,evansje01,Inactive,0.41,other,1,4
2016,DAL,parsoch01,Inactive,0.96,other,1,4
2016,ATL,splitti01,Inactive,1.95,other,1,4
2016,BOS,bradlav01,Inactive,0.53,other,1,4
2016,MEM,conlemi01,Did Not Dress,2.96,other,1,4
2016,MEM,adamsjo01,Inactive,0.52,other,1,4
2016,MEM,gasolma01,Inactive,1.49,other,1,4
2016,CHO,lambje01,Did Not Play,0.35,other,1,4
2016,MIA,boshch01,Inactive,1.73,other,1,4
2016,CHO,batumni01,Inactive,1.3,other,1,4
2016,CHO,kiddgmi01,Inactive,1.12,other,1,4
2016,DAL,willide01,Not With Team,0.31,other,1,5
2016,DAL,evansje01,Inactive,0.41,other,1,5
2016,DAL,parsoch01,Inactive,0.96,other,1,5
2016,BOS,bradlav01,Inactive,0.53,other,1,5
2016,ATL,splitti01,Inactive,1.95,other,1,5
2016,TOR,johnsja01,Did Not Play,0.01,other,1,5
2016,GSW,curryst01,Inactive,7.65,other,1,5
2016,LAC,mbahalu01,Did Not Play,1.1,other,1,5
2016,LAC,griffbl01,Inactive,3.97,other,1,5
2016,LAC,paulch01,Inactive,8.14,other,1,5
2016,CHO,lambje01,Did Not Play,0.35,other,1,5
2016,MIA,wrighdo01,Did Not Play,0.11,other,1,5
2016,CHO,kiddgmi01,Inactive,1.12,other,1,5
2016,MIA,boshch01,Inactive,1.73,other,1,5
2016,ATL,splitti01,Inactive,1.95,other,1,6
2016,BOS,bradlav01,Inactive,0.53,other,1,6
2016,MIA,wrighdo01,Did Not Play,0.11,other,1,6
2016,CHO,lambje01,Did Not Play,0.35,other,1,6
2016,MIA,boshch01,Inactive,1.73,other,1,6
2016,CHO,kiddgmi01,Inactive,1.12,other,1,6
2016,TOR,johnsja01,Did Not Play,0.01,other,1,6
2016,LAC,griffbl01,Inactive,3.97,other,1,6
2016,LAC,paulch01,Inactive,8.14,other,1,6
2016,GSW,curryst01,Inactive,7.65,other,2,1
2016,CHO,kiddgmi01,Inactive,1.12,other,1,7
2016,MIA,boshch01,Inactive,1.73,other,1,7
2016,IND,allenla01,Did Not Play,0.75,other,1,7
2016,TOR,johnsja01,Did Not Play,0.01,other,1,7
2016,ATL,splitti01,Inactive,1.95,opponent,2,1
2016,GSW,curryst01,Inactive,7.65,other,2,2
2016,MIA,wrighdo01,Did Not Play,0.11,other,2,1
2016,TOR,johnsja01,Did Not Play,0.01,other,2,1
2016,MIA,boshch01,Inactive,1.73,other,2,1
2016,ATL,splitti01,Inactive,1.95,opponent,2,2
2016,MIA,wrighdo01,Did Not Play,0.11,other,2,2
2016,MIA,boshch01,Inactive,1.73,other,2,2
2016,ATL,splitti01,Inactive,1.95,opponent,2,3
2016,SAS,marjabo01,Did Not Play,1.24,other,2,3
2016,TOR,johnsja01,Did Not Play,0.01,other,2,3
2016,MIA,wrighdo01,Did Not Play,0.11,other,2,3
2016,MIA,boshch01,Inactive,1.73,other,2,3
2016,GSW,curryst01,Inactive,7.65,other,2,3
2016,ATL,splitti01,Inactive,1.95,opponent,2,4
2016,TOR,johnsja01,Did Not Play,0.01,other,2,4
2016,MIA,wrighdo01,Did Not Play,0.11,other,2,4
2016,MIA,boshch01,Inactive,1.73,other,2,4
2016,MIA,whiteha01,Inactive,1.45,other,2,4
2016,SAS,marjabo01,Did Not Play,1.24,other,2,5
2016,MIA,wrighdo01,Did Not Play,0.11,other,2,5
2016,TOR,johnsja01,Did Not Play,0.01,other,2,5
2016,MIA,boshch01,Inactive,1.73,other,2,5
2016,MIA,whiteha01,Inactive,1.45,other,2,5
2016,MIA,wrighdo01,Did Not Play,0.11,other,2,6
2016,MIA,boshch01,Inactive,1.73,other,2,6
2016,MIA,whiteha01,Inactive,1.45,other,2,6
2016,MIA,boshch01,Inactive,1.73,other,2,7
2016,MIA,whiteha01,Inactive,1.45,other,2,7
2016,TOR,powelno01,Did Not Play,0.02,opponent,3,3
2016,TOR,powelno01,Did Not Play,0.02,opponent,3,4
2016,CLE,loveke01,Inactive,2.41,winner,4,3
2016,CLE,fryech01,Did Not Play,1.03,winner,4,5
2016,GSW,greendr01,Player Suspended,4.52,opponent,4,5
2016,CLE,fryech01,Did Not Play,1.03,winner,4,6
2016,GSW,bogutan01,Inactive,2.29,opponent,4,6
2016,CLE,fryech01,Did Not Play,1.03,winner,4,7
2017,UTA,netora01,Inactive,0.21,other,1,1
2017,MEM,allento01,Inactive,1.47,other,1,1
2017,POR,nurkiju01,Inactive,1.58,opponent,1,1
2017,ATL,sefolth01,Did Not Play,0.15,other,1,1
2017,WAS,mahinia01,Inactive,1.25,other,1,1
2017,MEM,allento01,Inactive,1.47,other,1,2
2017,BOS,jerebjo01,Did Not Play,0.44,other,1,2
2017,UTA,netora01,Did Not Play,0.21,other,1,2
2017,UTA,goberru01,Inactive,3.2,other,1,2
2017,TOR,noguelu01,Did Not Play,0.78,other,1,2
2017,TOR,powelno01,Did Not Play,0.1,other,1,2
2017,GSW,duranke01,Did Not Dress,5.84,winner,1,2
2017,POR,nurkiju01,Inactive,1.58,opponent,1,2
2017,WAS,mahinia01,Inactive,1.25,other,1,2
2017,MEM,allento01,Inactive,1.47,other,1,3
2017,UTA,goberru01,Inactive,3.2,other,1,3
2017,WAS,mahinia01,Inactive,1.25,other,1,3
2017,SAS,dedmode01,Inactive,0.26,other,1,4
2017,MEM,allento01,Inactive,1.47,other,1,4
2017,TOR,noguelu01,Did Not Play,0.78,other,1,4
2017,TOR,poeltja01,Did Not Play,0.06,other,1,4
2017,GSW,duranke01,Did Not Dress,5.84,winner,1,3
2017,BOS,johnsam01,Did Not Play,2.67,other,1,4
2017,LAC,griffbl01,Inactive,4.58,other,1,4
2017,WAS,mahinia01,Inactive,1.25,other,1,4
2017,POR,nurkiju01,Did Not Dress,1.58,opponent,1,4
2017,LAC,griffbl01,Inactive,4.58,other,1,5
2017,MEM,allento01,Inactive,1.47,other,1,5
2017,CHI,grantje02,Did Not Play,0.16,other,1,5
2017,BOS,johnsam01,Did Not Play,2.67,other,1,5
2017,WAS,mahinia01,Inactive,1.25,other,1,5
2017,SAS,anderky01,Did Not Play,0.41,other,1,6
2017,MEM,allento01,Inactive,1.47,other,1,6
2017,TOR,noguelu01,Did Not Play,0.78,other,1,6
2017,TOR,poeltja01,Did Not Play,0.06,other,1,6
2017,ATL,sefolth01,Did Not Play,0.15,other,1,6
2017,WAS,mahinia01,Inactive,1.25,other,1,6
2017,BOS,johnsam01,Did Not Play,2.67,other,1,6
2017,LAC,griffbl01,Inactive,4.58,other,1,6
2017,WAS,mahinia01,Inactive,1.25,other,2,1
2017,LAC,griffbl01,Inactive,4.58,other,1,7
2017,TOR,noguelu01,Inactive,0.78,other,2,1
2017,BOS,jerebjo01,Did Not Play,0.44,other,2,2
2017,WAS,mahinia01,Inactive,1.25,other,2,2
2017,TOR,noguelu01,Inactive,0.78,other,2,2
2017,UTA,hillge01,Inactive,2.38,opponent,2,2
2017,SAS,dedmode01,Did Not Play,0.26,other,2,3
2017,TOR,lowryky01,Did Not Play,5.48,other,2,3
2017,TOR,poeltja01,Did Not Play,0.06,other,2,3
2017,TOR,noguelu01,Inactive,0.78,other,2,3
2017,UTA,hillge01,Inactive,2.38,opponent,2,3
2017,TOR,noguelu01,Did Not Play,0.78,other,2,4
2017,TOR,poeltja01,Did Not Play,0.06,other,2,4
2017,TOR,wrighde01,Did Not Play,0.25,other,2,4
2017,TOR,lowryky01,Inactive,5.48,other,2,4
2017,UTA,hillge01,Inactive,2.38,opponent,2,4
2017,SAS,dedmode01,Did Not Play,0.26,other,2,5
2017,HOU,hilarne01,Inactive,1.27,other,2,5
2017,BOS,jerebjo01,Did Not Play,0.44,other,2,5
2017,SAS,leonaka01,Inactive,6.54,other,2,6
2017,HOU,hilarne01,Inactive,1.27,other,2,6
2017,BOS,jerebjo01,Did Not Play,0.44,other,2,6
2017,SAS,dedmode01,Did Not Play,0.26,opponent,3,1
2017,BOS,jerebjo01,Did Not Play,0.44,other,2,7
2017,SAS,leonaka01,Inactive,6.54,opponent,3,2
2017,GSW,iguodan01,Inactive,2.51,winner,3,2
2017,BOS,jerebjo01,Did Not Play,0.44,other,3,1
2017,GSW,pachuza01,Inactive,1.07,winner,3,3
2017,SAS,leonaka01,Inactive,6.54,opponent,3,3
2017,BOS,thomais02,Inactive,1.68,other,3,3
2017,SAS,leonaka01,Did Not Dress,6.54,opponent,3,4
2017,GSW,pachuza01,Inactive,1.07,winner,3,4
2017,SAS,leeda02,Inactive,1.05,opponent,3,4
2017,BOS,johnsam01,Did Not Play,2.67,other,3,4
2017,BOS,thomais02,Inactive,1.68,other,3,4
2017,BOS,thomais02,Inactive,1.68,other,3,5
2017,GSW,mcgeeja01,Did Not Play,0.64,winner,4,5
2018,GSW,pachuza01,Did Not Play,0.99,winner,1,1
2018,SAS,leonaka01,Inactive,6.11,opponent,1,1
2018,GSW,curryst01,Inactive,7.15,winner,1,1
2018,PHI,embiijo01,Inactive,2.99,other,1,1
2018,NOP,couside01,Inactive,3.09,other,1,1
2018,POR,harklma01,Inactive,1.48,other,1,1
2018,WAS,mcculch01,Inactive,0.21,other,1,1
2018,TOR,vanvlfr01,Inactive,1.39,other,1,1
2018,BOS,haywago01,Inactive,0.72,other,1,1
2018,BOS,irvinky01,Inactive,3.19,other,1,1
2018,BOS,smartma01,Inactive,0.8,other,1,1
2018,HOU,anderry01,Inactive,0.57,other,1,1
2018,HOU,mbahalu01,Inactive,0.83,other,1,1
2018,UTA,sefolth01,Inactive,1.36,other,1,1
2018,OKC,roberan03,Inactive,2.5,other,1,1
2018,GSW,pachuza01,Did Not Play,0.99,winner,1,2
2018,SAS,leonaka01,Inactive,6.11,opponent,1,2
2018,GSW,curryst01,Inactive,7.15,winner,1,2
2018,PHI,embiijo01,Inactive,2.99,other,1,2
2018,BOS,haywago01,Inactive,0.72,other,1,2
2018,BOS,irvinky01,Inactive,3.19,other,1,2
2018,BOS,smartma01,Inactive,0.8,other,1,2
2018,POR,napiesh01,Did Not Play,0.28,other,1,2
2018,NOP,couside01,Inactive,3.09,other,1,2
2018,WAS,mcculch01,Inactive,0.21,other,1,2
2018,HOU,anderry01,Inactive,0.57,other,1,2
2018,HOU,mbahalu01,Inactive,0.83,other,1,2
2018,UTA,udohek01,Did Not Play,0.03,other,1,2
2018,UTA,sefolth01,Inactive,1.36,other,1,2
2018,OKC,roberan03,Inactive,2.5,other,1,2
2018,NOP,couside01,Inactive,3.09,other,1,3
2018,GSW,pachuza01,Did Not Play,0.99,winner,1,3
2018,GSW,curryst01,Inactive,7.15,winner,1,3
2018,SAS,leonaka01,Inactive,6.11,opponent,1,3
2018,BOS,smartma01,Did Not Dress,0.8,other,1,3
2018,BOS,haywago01,Inactive,0.72,other,1,3
2018,BOS,irvinky01,Inactive,3.19,other,1,3
2018,MIL,hensojo01,Inactive,0.65,other,1,3
2018,TOR,vanvlfr01,Inactive,1.39,other,1,3
2018,WAS,mcculch01,Inactive,0.21,other,1,3
2018,HOU,mbahalu01,Inactive,0.83,other,1,3
2018,POR,napiesh01,Did Not Play,0.28,other,1,4
2018,POR,harklma01,Inactive,1.48,other,1,4
2018,NOP,couside01,Inactive,3.09,other,1,4
2018,OKC,roberan03,Inactive,2.5,other,1,3
2018,UTA,sefolth01,Inactive,1.36,other,1,3
2018,CLE,hillge01,Inactive,1.27,other,1,4
2018,BOS,smartma01,Did Not Dress,0.8,other,1,4
2018,BOS,haywago01,Inactive,0.72,other,1,4
2018,BOS,irvinky01,Inactive,3.19,other,1,4
2018,MIL,hensojo01,Inactive,0.65,other,1,4
2018,GSW,belljo01,Did Not Play,0.21,winner,1,4
2018,GSW,pachuza01,Did Not Play,0.99,winner,1,4
2018,GSW,curryst01,Inactive,7.15,winner,1,4
2018,SAS,leonaka01,Inactive,6.11,opponent,1,4
2018,TOR,noguelu01,Did Not Play,1.35,other,1,4
2018,TOR,vanvlfr01,Inactive,1.39,other,1,4
2018,WAS,mcculch01,Inactive,0.21,other,1,4
2018,MIN,jonesty01,Did Not Play,0.97,other,1,4
2018,HOU,mbahalu01,Inactive,0.83,other,1,4
2018,OKC,roberan03,Inactive,2.5,other,1,4
2018,UTA,sefolth01,Inactive,1.36,other,1,4
2018,MIL,hensojo01,Inactive,0.65,other,1,5
2018,BOS,haywago01,Inactive,0.72,other,1,5
2018,BOS,irvinky01,Inactive,3.19,other,1,5
